game_id,screen_title_en,screen_title_native,cover_title_en,cover_title_native,release_date
nbajamextreme,NBA Jam Extreme,,NBA Jam Extreme,,1996-11-26
nbalive97,NBA Live 97,,NBA Live 97,,1997-03-28
nbalive98,NBA Live 98,,NBA Live 98,,1997-12-18
nfl97,NFL '97,,NFL '97,,1996-11-20
nfl97,NFL '97,,NFL '97,,
nflquarterbackclub96,NFL Quarterback Club 96: Put Up or Shut Up,,NFL Quarterback Club 96,,1996-01-18
nflquarterbackclub97,NFL Quarterback Club 97,,NFL Quarterback Club 97,,1996-08-29
nhl97,NHL 97,,NHL 97,,1996-12-04
nhl98,NHL 98,,NHL 98,,1998-01-15
nhlallstarhockey,NHL All Star Hockey,,NHL All-Star Hockey,,1995-10-02
nhlallstarhockey,NHL All Star Hockey,,NHL All-Star Hockey,,1995-10-02
nhlallstarhockey98,NHL All-Star Hockey 98,,NHL All-Star Hockey 98,,1997-11-07
nhlpowerplay96,NHL Powerplay '96,,NHL Powerplay '96,,1996-07-02
vampirehunterdr,Night Warriors: Darkstalkers' Revenge,,Night Warriors: Darkstalkers' Revenge,,1996-03-29
nightsintodreams,NiGHTS into Dreams...,,NiGHTS into Dreams...,,1996-08-21
nightsintodreams,NiGHTS into Dreams...,,NiGHTS into Dreams... (3D Control Pad Inside),,1996-08-21
thelostvikings2,Norse by Norse West,,Norse by Norsewest: The Return of the Lost Vikings,,1997-04-14
offworldinterceptor,Off-World Interceptor Extreme,,Off-World Interceptor Extreme,,1995-10-03
olympicsoccer,Olympic Soccer,,Olympic Soccer,,1996-08-06
teitokunoketsudan2,P.T.O. II: Pacific Theater of Operations,,P.T.O. II: Pacific Theater of Operations,,1996-11-20
pandemonium,Pandemonium!,,Pandemonium!,,1997-04-24
panzerdragoon,Panzer Dragoon,,Panzer Dragoon,,1995-05-11
panzerdragoon,Panzer Dragoon,,Panzer Dragoon,,1995-05-11
panzerdragoon2zwei,Panzer Dragoon II Zwei,,Panzer Dragoon II Zwei,,1996-04-17
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-05-06
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-05-06
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-05-06
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-05-06
pebblebeachgolflinksstadlernichousen,Pebble Beach Golf Links,,Pebble Beach Golf Links,,1995-05-11
pgatour97,PGA Tour 97,,PGA Tour 97,,1996-11-25
powerslave,Powerslave,,Powerslave,,1996-12-31
primalrage,Primal Rage,,Primal Rage,,1996-06-14
propinballtheweb,Pro-Pinball: The Web,,Pro-Pinball,,1996-10-31
quake,Quake,,Quake,,1997-12-03
quarterbackattack,Quarterback Attack,,Quarterback Attack with Mike Ditka,,1995-11-17
rampageworldtour,Rampage: World Tour,,Rampage: World Tour,,1997-11-26
rayman,Rayman,,Rayman,,1995-11-03
biohazard,Resident Evil,,Resident Evil,,1997-10-01
revolutionx,Revolution X Featuring Aerosmith,,Revolution X: Music Is the Weapon.,,1996-03-04
rise2resurrection,Rise 2: Resurrection,,Rise 2: Resurrection,,1996-05-24
roadandtrackpresentstheneedforspeed,Road & Track Presents: The Need for Speed,,Road & Track Presents: The Need for Speed,,1996-06-25
roadrash3do,Road Rash,,Road Rash,,1996-06-25
robopit,Robo Pit,,Robo Pit,,1996-09-24
deadalus,Robotica,,Robotica,,1995-08-16
sangokushi4,Romance of the Three Kingdoms IV: Wall of Fire,,Romance of the Three Kingdoms IV: Wall of Fire,,1995-10-07
saturnbomberman,Saturn Bomber Man,,Saturn Bomber Man,,1997-08-22
scorcher,Scorcher,,Scorcher,,1997-03-05
scorcher,Scorcher,,Scorcher,,
scudthedisposableassassin,Scud: The Disposable Assassin,,Scud: The Disposable Assassin,,1997-03-20
segaagesvolume1,SEGA Ages Vol.1,,SEGA Ages Arcade,,1997-11-07
victorygoal,SEGA International Victory Goal,,Worldwide Soccer: SEGA International Victory Goal Edition,,1995-05-11
segarallychampionship1995,SEGA Rally Championship 1995,,SEGA Rally Championship,,1995-11-18
segarallychampionship1995,SEGA Rally Championship Plus: Netlink Edition,,SEGA Rally Championship Plus: Netlink Edition,,1997-08-15
segascreamsvolume2,SEGA Screams Volume 2,,SEGA Screams Volume 2,,1997
segatouringcarchampionship,SEGA Touring Car Championship,,SEGA Touring Car Championship,,1997-11-24
victorygoalworldwideedition,SEGA Worldwide Soccer 97,,SEGA Worldwide Soccer '97,,1996-10-18
segaworldwidesocccer98,SEGA Worldwide Soccer 98,,Worldwide Soccer '98,,1997-11-18
shanghaibanrinochoujouthegreatwall,Shanghai: Triple-Threat,,Shanghai: Triple-Threat,,1995-09-25
shellshock,Shellshock,,Shellshock,,1996-06-14
shiningforce3scenario1outonokyoshin,Shining Force III,,Shining Force III,,1998-07-31
shiningtheholyark,Shining the Holy Ark,,Shining the Holy Ark,,1997-07-02
shiningwisdom,Shining Wisdom,,Shining Wisdom,,1996-06-26
shinshinobiden,Shinobi Legions,,Shinobi Legions,,1995-09-21
shockwave,Shockwave Assault,,Shockwave Assault,,1996-06-25
simcity2000,SimCity 2000,,SimCity 2000,,1995-10-10
skeletonwarriors,Skeleton Warriors,,Skeleton Warriors,,1996-06-05
skytarget,Sky Target: Daredevil Air Force,,Sky Target,,1997-08-22
slamnjam96featuringmagicandkareem,Slam 'n Jam '96 featuring Magic & Kareem,,Slam 'n Jam '96 featuring Magic & Kareem: Signature Edition,,1996-05-22
titanwars,Solar Eclipse,,Solar Eclipse,,1995-11-27
sonic3dblast,Sonic 3D Blast,,Sonic 3D Blast,,1996-11-20
sonicjam,Sonic Jam,,Sonic Jam,,1997-08-22
sonicr,Sonic R,,Sonic R,,1997-11-18
sovietstrike,Soviet Strike,,Soviet Strike,,1997-02-12
spacehulkvengeanceofthebloodangels,Space・Hulk: Vengeance of the Blood Angels,,Space・Hulk: Vengeance of the Blood Angels,,1996-09-18
spacejam,Space Jam,,Space Jam,,1996-11-26
spotgoestohollywood32bit,Spot Goes to Hollywood,,Spot Goes to Hollywood,,1997-01-22
starfighter3000,Starfighter,,Star Fighter,,1996-09-03
steepslopesliders,Steep Slope Sliders,,Steep Slope Sliders,,1997-12-18
streetfighterrealbattleonfilm,Street Fighter: The Movie,,Street Fighter: The Movie,,1995-08-23
streetfighterzero,Street Fighter Alpha: Warriors' Dreams,,Street Fighter Alpha: Warriors' Dreams,,1996-02-06
streetfighterzero2,Street Fighter Alpha 2,,Street Fighter Alpha 2,,1996-11-01
streetfightercollection,Street Fighter Alpha 2 Gold,,Street Fighter Collection,,1997-12-12
streetfightercollection,Street Fighter Collection,,Street Fighter Collection,,1997-12-12
striker96,Striker 96,,Striker'96,,1996-05-31
superpuzzlefighter2x,Super Puzzle Fighter II Turbo,,Super Puzzle Fighter II Turbo,,1997-01-24
tempest2000,Tempest 2000,,Tempest 2000,,1996-12-20
tenpinalley,Ten Pin Alley,,Ten Pin Alley,,1997-11-05
tetrisplus,Tetris Plus,,Tetris Plus,,1996-10-18
thecrowcityofangels,The Crow: City of Angels,,The Crow: City of Angels,,1997-03-12
thehorde,The Horde,,The Horde,,1996-02-13
thehouseofthedead,The House of the Dead,,The House of the Dead,,1998-05-06
theincrediblehulkthepantheonsaga,The Incredible Hulk: The Pantheon Saga,,The Incredible Hulk: The Pantheon Saga,,1997-01-20
thorseireioukiden,The Legend of Oasis,,The Legend of Oasis,,1996-07-31
thelostworldjurassicpark32bit,The Lost World: Jurassic Park,,The Lost World: Jurassic Park,,1997-10-01
shinsetsuyumemiyakatatobiranookunidarekaga,The Mansion of Hidden Souls,,The Mansion of Hidden Souls,,1995-11-02
themepark,Theme Park,,Theme Park,,1995-11-08
threedirtydwarves,Three Dirty Dwarves,,Three Dirty Dwarves,,1996-09-27
firestormthunderhawk2,Thunderstrike 2,,Thunder Strike 2,,1995-12-27
firestormthunderhawk2,Thunderstrike 2,,Thunder Strike 2,,
hardcore4x4,TNN Motor Sports HardCore 4X4,,TNN Motor Sports HardCore 4X4,,1996-12-20
tombraider,Tomb Raider,,Tomb Raider,,1996-11-18
truepinball,True Pinball,,True Pinball,,1996-10-31
tunnelb1,Tunnel B1,,Tunnel B1,,1997-01-15
ultimatemortalkombat3,Ultimate Mortal Kombat 3,,Ultimate Mortal Kombat 3,,1996-06-27
devilscourse,Valora Valley Golf,,Valora Valley Golf,,1995-12
virtuacop,Virtua Cop,,Virtua Cop,,1995-11-14
virtuacop,Virtua Cop,,Virtua Cop (Includes the Hit Arcade Game Virtua Cop and Stunner Arcade Gun!),,1995-11-14
3freegames,Virtua Cop,,3 Free Games,,1996-11-18
virtuacop2,Virtua Cop 2,,Virtua Cop 2,,1996-11-22
virtuacop2,Virtua Cop 2,,Virtua Cop 2 (Includes the Hit Arcade Game Virtua Cop 2 and Stunner Arcade Gun!),,1996-11-22
virtuafighter,Virtua Fighter,,Virtua Fighter,,1995-05-11
virtuafighter2,Virtua Fighter 2,,Virtua Fighter 2,,1995-11-30
3freegames,Virtua Fighter 2,,3 Free Games,,1996-11-18
virtuafighterkids,Virtua Fighter Kids,,Virtua Fighter Kids,,1996-08-28
virtuafighterremix,Virtua Fighter Remix,,Virtua Fighter Remix,,1995-09-28
virtuafighterremix,Virtua Fighter Remix,,Virtua Fighter Remix,,1995
virtuafighterremix,Virtua Fighter Remix,,Virtua Fighter Remix,,1995
virtuaracing,Virtua Racing,V.R. Virtua Racing,Virtua Racing,VR Virtua Racing,1995-11-06
virtuaracing,Virtua Racing,V.R. Virtua Racing,Virtua Racing,VR Virtua Racing,1995-11-06
virtualcasino,Virtual Casino,,Virtual Casino,,1996-12-12
virtualhydlide,Virtual Hydlide,,Virtual Hydlide,,1995-09-14
virtualhydlide,Virtual Hydlide,,Virtual Hydlide,,1995-09-14
dennousenkivirtualon,Virtual On: Cyber Troopers,電脳戦機 Virtual On: Cyber Troopers,Virtual On: Cyber Troopers,,1996-11-08
dennousenkivirtualon,Virtual On: Cyber Troopers,電脳戦機 Virtual On: Cyber Troopers,Virtual On: Cyber Troopers Net Link Edition,,1996-11-08
virtualopentennis,Virtual Open Tennis,,Virtual Open Tennis,,1996-05-31
actuagolf,VR Golf '97,,VR Golf '97,,1996-12-20
actuasoccer,VR Soccer '96,,VR Soccer,,1996-12-20
warcraft2tidesofdarkness,WarCraft II: The Dark Saga,,WarCraft II: The Dark Saga,,1997-08-20
williamsarcadesgreatesthits,Williams Arcade's Greatest Hits,,Arcade's Greatest Hits,,1996-12-23
wingarmskareinarugekitsuiou,WingArms,,WingArms,,1996-01-05
wingarmskareinarugekitsuiou,WingArms,,WingArms,,1996-01-05
winningpost,Winning Post,,Winning Post,,1996-03
winterheat,Winter Heat,,Winter Heat,,1998-02-18
wipeout,WipEout,,WipEout,,1996-05-03
worldcupgolfhyattdoradobeach,World Cup Golf,,World Cup Golf: Professional Edition,,1996-01-24
worldseriesbaseball,World Series Baseball,,World Series Baseball,,1995-10-02
proyakyuugreatestnine97,World Series Baseball '98,,World Series Baseball 98,,1997-07-16
greatestnine96,World Series Baseball II,,World Series Baseball II,,1996-08-24
greatestnine96,World Series Baseball II,,World Series Baseball II,,1996-08-24
worms,Worms,,Worms,,1996-06-27
wwfinyourhouse,WWF In Your House,,WWF In Your House,,1996-11-23
wwfwrestlemania,WWF WrestleMania,,WWF WrestleMania: The Arcade Game,,1996-05-30
xmenchildrenoftheatom,X-Men: Children of the Atom,,X-Men: Children of the Atom,,1996-04-03
3dlemmings,3D Lemmings,,3D Lemmings,,1996-07-05
actuagolf,Actua Golf,,Actua Golf,,1996-09-06
actuasoccer,Actua Soccer: Club Edition,,Actua Soccer: Club Edition,,1997-06
alientrilogy,Alien Trilogy,,Alien Trilogy,,1996-09-04
alientrilogy,Alien Trilogy,,Alien Trilogy,,1996-09-04
alientrilogy,Alien Trilogy,,Alien Trilogy,,1996-09-04
aloneinthedark2,Alone in the Dark: Jack is Back,,Alone in the Dark: Jack is Back,,1996-05-03
amok,A+M+O+K,,A+M+O+K,,1997-03-06
andrettiracing,Andretti Racing,,Andretti Racing,,1997-02-07
andrettiracing,Andretti Racing,,Andretti Racing,,1997-02-07
andrettiracing,Andretti Racing,,Andretti Racing,,1997-02-07
arcadesgreatesthitstheataricollection1,Arcade's Greatest Hits: The Atari Collection 1,,Arcade's Greatest Hits: The Atari Collection 1,,1998-03
area51,Area 51,,Area 51,,1997-03-14
decathlete,AthleteKings,,Athlete Kings,,1996-09
atlantisthelosttales,Atlantis: The Lost Tales,,Atlantis: The Lost Tales,,1998-03-27
atlantisthelosttales,Atlantis: The Lost Tales,,Atlantis: The Lost Tales,,1998-03-27
atlantisthelosttales,Atlantis: The Lost Tales,,Atlantis: Secrets d'un Monde Oublié,,1998-06
atlantisthelosttales,Atlantis: The Lost Tales,,Atlantis: Secrets d'un Monde Oublié,,1998-06
bakubakuanimal,Baku Baku Animal: World Zookeeper Contest,,Baku Baku,,1996-06
batmanforeverac,Batman Forever,,Batman Forever: The Arcade Game,,1996-11-16
toushinden,Battle Arena Toshinden Remix,Battle Arena Toshinden 闘神伝 Remix,Battle Arena Toshinden Remix,,1996-03-29
toushindenura,Battle Arena Toshinden URA: Ultimate Revenge Attack,,Battle Arena Toshinden URA: Ultimate Revenge Attack,,1997-02-06
battlemonsters,Battle Monsters,,Battle Monsters,,1995-09
battlestations,Battle Stations,,Battle Stations,,1997-05
blackdawn,Black Dawn,,Black Dawn,,1997-05-01
blackfire,Black Fire,,Black Fire,,1996-06-28
blammachinehead,Blam Machinehead,,Blam! Machinehead,,1996-09
blammachinehead,Blam Machinehead,,Blam! Machinehead,,1996-09
blammachinehead,Blam Machinehead,,Blam! Machinehead,,1996-09
blastchamber,Blast Chamber,,Blast Chamber,,1996-11-13
blazingdragons,Blazing Dragons,,Blazing Dragons,,1996-11
blazingdragons,Blazing Dragons,,Blazing Dragons,,1996-11
blazingdragons,Blazing Dragons,,Blazing Dragons,,1996-11
bootlegsampler,Bootleg Sampler,,Bootleg Sampler,,1995
bootlegsampler,Bootleg Sampler,,Bootleg Sampler,,1995
breakpoint,Break Point,,Break Point,,1996-12
bubblebobblealsofeaturingrainbowislands,Bubble Bobble / Rainbow Islands / Rainbow Islands Enhanced!,,Bubble Bobble also featuring Rainbow Islands,,1996-09
bug,Bug!,,Bug!,,1995-09-15
bugtoo,Bug Too!,,Bug Too!,,1997-04-24
burningrangers,Burning Rangers,,Burning Rangers,,1998-06-12
puzzlebobble2,Bust-A-Move 2: Arcade Edition,,Bust-A-Move 2: Arcade Edition,,1996-08-26
puzzlebobble3,Bust-A-Move 3,,Bust-A-Move 3,,1997-11-26
casper,Casper,,Casper,,1996-09-13
chaoscontrol,Chaos Control,,Chaos Control,,1996-09
christmasnightsintodreams,Christmas NiGHTS into Dreams...,,Christmas NiGHTS into Dreams...,,1996-12
clockworkknightpepperouchausadventure,Clockwork Knight: Pepperouchau's Adventure,,Clockwork Knight,,1995-07-08
clockworkknightpepperouchausadventure2,Clockwork Knight 2: Pepperouchau's Adventure,,Clockwork Knight 2,,1995-10-27
clockworkknightpepperouchausadventure2,Clockwork Knight 2: Pepperouchau's Adventure,,Clockwork Knight 2,,1995-10-27
commandandconquer,Command & Conquer,,Command & Conquer (Disc 1 GDI),,1996-12-06
commandandconquer,Command & Conquer,,Command & Conquer (Disc 2 NOD),,1996-12-06
commandandconquer,Command & Conquer,,Command & Conquer (Disc 1 GDI),,1996-12-06
commandandconquer,Command & Conquer,,Command & Conquer (Disc 2 NOD),,1996-12-06
commandandconquer,Command & Conquer,,Command & Conquer: Teil 1: Der Tiberiumkonflikt (Disc 1 GDI),,1996-12-06
commandandconquer,Command & Conquer,,Command & Conquer: Teil 1: Der Tiberiumkonflikt (Disc 2 NOD),,1996-12-06
couriercrisis,Courier Crisis: The Saga of the Modern Fatalist,,Courier Crisis,,1998-05-15
crimewave,Crimewave,,Crimewave,,1996-11-08
croclegendofthegobbos,Croc: Legend of the Gobbos,,Croc: Legend of the Gobbos,,1997-12-19
crusadernoremorse,Crusader: No Remorse,,Crusader: No Remorse,,1997-03-14
crusadernoremorse,Crusader: No Remorse,,Crusader: No Remorse,,1997-03-14
crusadernoremorse,Crusader: No Remorse,,Crusader: No Remorse,,1997-03-14
henryexplorers,Crypt Killer,,Crypt Killer,,1997-03-21
granchaser,Cyber Speedway,,Cyber Speedway,,1996-01
cyberia,Cyberia,,Cyberia,,1996-04-19
dnoshokutaku,D,,D,,1996-03-08
dnoshokutaku,D,,D,,1996-03-08
dnoshokutaku,D,,D,,1996-03-08
dnoshokutaku,D,,D,,1996-03-08
dnoshokutaku,D,,D,,1996-03-08
dnoshokutaku,D,,D,,1996-03-08
dariusgaiden,Darius Gaiden,,Darius Gaiden,,1996-03
darius2,Darius II,,Darius II,,1996-10-24
darksavior,Dark Savior,,Dark Savior,,1997-02-20
darklightconflict,Darklight Conflict,,Darklight Conflict,,1997-07-18
daytonausa,Daytona USA,,Daytona USA,,1995-07-08
daytonausa,Daytona USA,,Daytona USA,,1995-07-08
daytonausa,Daytona USA,,Daytona USA,,1995-07-08
daytonausa,Daytona USA: Championship Circuit Edition,,Daytona USA: Championship Circuit Edition,,1996-11-14
deepfear,Deep Fear,,Deep Fear,,1998-09-18
deepfear,Deep Fear,,Deep Fear,,1998-09-18
defcon5,Defcon 5,,Defcon 5,,1996-06
defcon5,Defcon 5,,Defcon 5,,1996-06
destructionderby,Destruction Derby,,Destruction Derby,,1996-08-15
dynamitedeka,Die Hard Arcade,,Die Hard Arcade,,1997-02-24
diehardtrilogy,Die Hard Trilogy,,Die Hard Trilogy,,1997-02-28
lastgladiators,Digital Pinball,,Digital Pinball,,1995-09-15
lastgladiators,Digital Pinball,,Digital Pinball,,1995-09-15
discworld,Discworld,,Discworld,Terry Pratchett's Discworld,1996-08-15
discworld2missingpresumed,Discworld II: Missing Presumed...!?,,Discworld II: Missing Presumed...!?,,1997-08-28
doom,Doom,,Doom,,1997-01
dragonballzidainarudragonballdensetsu,Dragon Ball Z: La Grande Legende des Boules de Cristal,Dragon Ball Z ドラゴンボール La Grande Legende des Boules de Cristal,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z ドラゴンボール 偉大なるドラゴンボール伝説,1996-12
dragonballzidainarudragonballdensetsu,Dragon Ball Z: La Grande Legende des Boules de Cristal,Dragon Ball Z ドラゴンボール La Grande Legende des Boules de Cristal,Dragon Ball Z: The Legend,Dragon Ball Z ドラゴンボール The Legend,1996-12
dragonforce,Dragon Force,,Dragon Force,,1997-08-28
dragonheartfireandsteel,DragonHeart: Fire & Steel,,DragonHeart: Fire & Steel,,1996-12
dukenukem3d,Duke Nukem 3D,,Duke Nukem 3D,,1997-10-30
earthwormjim2,Earthworm Jim 2,,Earthworm Jim 2,,1996-10
enemyzero,Enemy Zero,E0: Enemy Zero,Enemy Zero (Opening Disc),E0: Enemy Zero (Opening Disc),1997-12-03
enemyzero,Enemy Zero,E0: Enemy Zero,Enemy Zero,E0: Enemy Zero,1997-12-03
enemyzero,Enemy Zero,E0: Enemy Zero,Enemy Zero,E0: Enemy Zero,1997-12-03
enemyzero,Enemy Zero,E0: Enemy Zero,Enemy Zero,E0: Enemy Zero,1997-12-03
powerslave,Exhumed,,Exhumed,,1996-09-26
f1liveinformation,F1 Challenge,,F-1 Challenge,,1996-02
fifa96,FIFA 96: Virtual Stadium Soccer,,FIFA Soccer 96,,1995-12
fifa97,FIFA 97,,FIFA 97,,1997-04-04
fifa97,FIFA 97,,FIFA 97,,1997-04-04
fifa97,FIFA 97,,FIFA 97,,1997-04-04
fifa98,FIFA 98: Road to World Cup,,FIFA: Road to World Cup 98,,1997-12
fifa98,FIFA 98: Road to World Cup,,FIFA: Road to World Cup 98,,1997-12
fifa98,FIFA 98: Road to World Cup,,FIFA: Die WM-Qualifikation 98,,1997-12
fifa98,FIFA 98: Road to World Cup,,FIFA: En Route pour la Coupe du Monde 98,,1997-12
fifa98,FIFA 98: Road to World Cup,,FIFA: Rumbo al Mundial 98,,1997-12
fightersmegamix,Fighters Megamix,,Fighters Megamix,,1997-06-05
fightingvipers,Fighting Vipers,,Fighting Vipers,,1996-11-07
firestormthunderhawk2,Firestorm: Thunderhawk 2,,Firestorm: Thunderhawk 2,,1995-12
firestormthunderhawk2,Firestorm: Thunderhawk 2,,Firestorm: Thunderhawk 2,,1995-12
formulakartsspecialedition,Formula Karts: Special Edition,,Formula Karts: Special Edition,,1997-05-22
frankthomasbighurtbaseball32bit,Frank Thomas Big Hurt Baseball,,Frank Thomas Big Hurt Baseball,,1996-06
frankensteinthroughtheeyesofthemonster,Frankenstein: Through the Eyes of the Monster,,Frankenstein: Through the Eyes of the Monster,,1997-08
rayforce,Galactic Attack,,Galactic Attack,,1996-02
galaxyfightuniversalwarriors,Galaxy Fight,,Galaxy Fight,,1996-06
gekkamugentantorico,Gekka Mugentan Torico,月花霧幻譚 Torico,Ge _kka _Mu _gen _tan: Torico,Ge _kka _Mu _gen _tan: Torico 月花霧幻譚,1997-03-27
gekkamugentantorico,Gekka Mugentan Torico,月花霧幻譚 Torico,Ge _kka _Mu _gen _tan: Torico,Ge _kka _Mu _gen _tan: Torico 月花霧幻譚,1997-03-27
gex,Gex,,Gex,,1996-04-05
ghenwar,Ghen War,,Ghen War,,1996-06-28
goldenaxetheduel,Golden Axe: The Duel,,Golden Axe: The Duel,,1995-12
gridrunner,GridRun,,Grid Run,,1996-11
guardianheroes,Guardian Heroes,,Guardian Heroes,,1996-06-20
gungriffontheeurasianconflict,Gungriffon: The Eurasian Conflict,,Gun Griffon,,1996-07-18
hangongp95,Hang On GP,,Hang On GP '96,,1996-03
hardcore4x4,Hard Core 4x4,,Hard Core 4x4,,1997-12
popoittohebereke,Hebereke's Popoitto,Hebereke's Popoitto へべれけ Hebereke,Hebereke's Popoitto,,1995-12
hexen,Hexen,,Hexen,,1997-03-21
hioctane,Hi-Octane,,Hi-Octane,,1995-12
wangandeadheat,Highway 2000,,Highway 2000,,1996-09
impactracing,Impact Racing,,Impact Racing,,1996-07-05
kaiteidaisensou,In the Hunt,,In the Hunt,,1996-06
independenceday,Independence Day,,Independence Day: The Game,,1997-06-13
ironmanxomanowarinheavymetal,Iron Man / X-O Manowar in Heavy Metal,,Iron Man / X-O Manowar in Heavy Metal,,1996-09-04
jewelsoftheoracle,Jewels of the Oracle,,Jewels of the Oracle,,1996-12
johnnybazookatone,Johnny Bazookatone,,Johnny Bazookatone,,1996-02
jonahlomurugby,Jonah Lomu Rugby,,Jonah Lomu Rugby,,1997-04-18
jonahlomurugby,Jonah Lomu Rugby,,Jonah Lomu Rugby,,1997-04-18
keiouyuugekitaikatsugekihen,Keio Flying Squadron 2,,Keio Flying Squadron 2,,1996-09
krazyivan,Krazy Ivan☆,,Krazy Ivan☆,,1997-05-23
krazyivan,Krazy Ivan☆,,Krazy Ivan☆,,1997-05-23
shinsetsuyumemiyakatatobiranookunidarekaga,La Mansión de las Almas Ocultas,,La Mansión de las Almas Ocultas,,1995-11
lastbronx,Last Bronx,,Last Bronx,,1997-10-23
shinsetsuyumemiyakatatobiranookunidarekaga,Le Manoir des Ames Perdues,,Le Manoir des Ames Perdues,,1995-11
loaded,Loaded,,Loaded,,1996-07
loaded,Loaded,,Loaded,,1996-07
maddennfl97,Madden NFL 97,,Madden NFL 97,,1996-10-16
maddennfl98,Madden NFL 98,,Madden NFL 98,,1997-09
magiccarpet,Magic Carpet,,Magic Carpet,,1996-03-29
manxttsuperbike,Manx TT SuperBike,,Manx TT SuperBike,,1997-03-20
marvelsuperheroes,Marvel Super Heroes,,Marvel Super Heroes,,1997-11-14
massdestruction,Mass Destruction,,Mass Destruction,,1997-03-27
maximumforce,Maximum Force,,Maximum Force,,1998-03
mechwarrior2,MechWarrior 2: 31st Century Combat:,,MechWarrior 2: 31st Century Combat: Arcade Combat Edition,,1997-05-09
rockmanx3,Mega Man X3,,Mega Man X³,,1997-07-11
mightyhits,Mighty Hits,,Mighty Hits,,1996-12
mortalkombat2,Mortal Kombat II,,Mortal Kombat II,,1996-02-09
mortalkombattrilogy,Mortal Kombat Trilogy,,Mortal Kombat Trilogy,,1997-04-11
mrbones,Mr. Bones,,Mr. Bones,,1997-03-13
mrbones,Mr. Bones,,Mr. Bones,,1997-03-13
myst,Myst,,Myst,,1995-10-06
riglordsaga,Mystaria: The Realms of Lore,,Mystaria: The Realms of Lore,,1996-01-26
shinsetsuyumemiyakatatobiranookunidarekaga,Mystery Mansion: Das Haus der verlorenen Seelen,,Mystery Mansion: Das Haus der verlorenen Seelen,,1995-11
nascar98,NASCAR 98,,NASCAR 98,,1997-12
nascar98,NASCAR 98,,NASCAR 98,,1997-12
nascar98,NASCAR 98,,NASCAR 98,,1997-12
nbaaction,NBA Action,,NBA Action,,1996-09-12
nbaaction98,NBA Action 98,,NBA Action 98,,1997-11
nbajamte,NBA Jam: Tournament Edition,,NBA Jam: Tournament Edition,,1995-12
nbajamextreme,NBA Jam Extreme,,NBA Jam Extreme,,1996-12-06
nbalive97,NBA Live 97,,NBA Live 97,,1997-04-04
nbalive98,NBA Live 98,,NBA Live 98,,1997-12
nflquarterbackclub96,NFL Quarterback Club 96: Put Up or Shut Up,,NFL Quarterback Club 96,,1996-04-19
nflquarterbackclub97,NFL Quarterback Club 97,,NFL Quarterback Club 97,,1996-08
nhl97,NHL 97,,NHL 97,,1996-12-06
nhl97,NHL 97,,NHL 97,,1996-12-06
nhl98,NHL 98,,NHL 98,,1998-01
nhlallstarhockey,NHL All Star Hockey,,NHL All-Star Hockey,,1995-11
nhlallstarhockey98,NHL All-Star Hockey 98,,NHL All-Star Hockey 98,,1998-01
nhlpowerplay96,NHL Powerplay '96,,NHL Powerplay '96,,1997-05
vampirehunterdr,Night Warriors: Darkstalkers' Revenge,,Night Warriors: Darkstalkers' Revenge,,1996-10-04
nightsintodreams,NiGHTS into Dreams...,,NiGHTS into Dreams...,,1996-09-19
nightsintodreams,NiGHTS into Dreams...,,NiGHTS into Dreams... (+ 3D Control Pad),,1996-09-05
offworldinterceptor,Off-World Interceptor Extreme,,Off-World Interceptor Extreme,,1995-11
olympicsoccer,Olympic Soccer,,Olympic Soccer,,1996-08
olympicsoccer,Olympic Soccer,,Olympic Soccer,,1996-08
pandemonium,Pandemonium!,,Pandemonium!,,1997-06-12
panzerdragoon,Panzer Dragoon,,Panzer Dragoon,,1995-08-30
panzerdragoon2zwei,Panzer Dragoon II Zwei,,Panzer Dragoon II Zwei,,1996-05-10
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-04-17
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-04-17
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-04-17
azelpanzerdragoonrpg,Panzer Dragoon Saga,,Panzer Dragoon Saga,,1998-04-17
gokujouparodiusdadeluxepack,Parodius,,Parodius,,1995-11
pebblebeachgolflinksstadlernichousen,Pebble Beach Golf Links,,Pebble Beach Golf Links,,1995-08
pebblebeachgolflinksstadlernichousen,Pebble Beach Golf Links,,Pebble Beach Golf Links,,1995-08
pgatour97,PGA Tour 97,,PGA Tour 97,,1996-12-06
pinballgraffiti,Pinball Graffiti,,Pinball Graffiti,,1997-02
primalrage,Primal Rage,,Primal Rage,,1996-08
propinballtheweb,Pro-Pinball: The Web,,Pro-Pinball,,1996-08
quake,Quake,,Quake,,1997-11
rampageworldtour,Rampage: World Tour,,Rampage: World Tour,,1998-03
rayman,Rayman,,Rayman,,1995-11
rayman,Rayman,,Rayman,,1995-11
